frame,t_s,z_mean_m,z_min_m,z_max_m,z_std_m,n_nodes,n_all
769,7.690000e-01,1.6643343449e-02,1.2111688372e-03,2.8420952915e-02,9.3152642103e-03,290,306
770,7.700000e-01,1.6740780577e-02,1.3086059650e-03,2.8518390042e-02,9.3152642103e-03,290,306
771,7.710000e-01,1.6842669982e-02,1.4104953699e-03,2.8620279447e-02,9.3152642103e-03,290,306
772,7.720000e-01,1.6948959752e-02,1.5167851401e-03,2.8726569218e-02,9.3152642103e-03,290,306
773,7.730000e-01,1.7059596124e-02,1.6274215122e-03,2.8837205590e-02,9.3152642104e-03,290,306
774,7.740000e-01,1.7174523510e-02,1.7423488980e-03,2.8952132975e-02,9.3152642104e-03,290,306
775,7.750000e-01,1.7293684523e-02,1.8615099116e-03,2.9071293989e-02,9.3152642104e-03,290,306
776,7.760000e-01,1.7417020009e-02,1.9848453975e-03,2.9194629475e-02,9.3152642104e-03,290,306
777,7.770000e-01,1.7544469072e-02,2.1122944598e-03,2.9322078537e-02,9.3152642104e-03,290,306
778,7.780000e-01,1.7675969103e-02,2.2437944912e-03,2.9453578569e-02,9.3152642104e-03,290,306
779,7.790000e-01,1.7811455816e-02,2.3792812038e-03,2.9589065281e-02,9.3152642104e-03,290,306
780,7.800000e-01,1.7950863272e-02,2.5186886597e-03,2.9728472737e-02,9.3152642104e-03,290,306
781,7.810000e-01,1.8094123915e-02,2.6619493027e-03,2.9871733380e-02,9.3152642104e-03,290,306
782,7.820000e-01,1.8241168603e-02,2.8089939907e-03,3.0018778068e-02,9.3152642105e-03,290,306
783,7.830000e-01,1.8391926641e-02,2.9597520285e-03,3.0169536106e-02,9.3152642105e-03,290,306
784,7.840000e-01,1.8546325813e-02,3.1141512013e-03,3.0323935279e-02,9.3152642105e-03,290,306
785,7.850000e-01,1.8704292421e-02,3.2721178093e-03,3.0481901887e-02,9.3152642105e-03,290,306
786,7.860000e-01,1.8865751314e-02,3.4335767019e-03,3.0643360779e-02,9.3152642105e-03,290,306
787,7.870000e-01,1.9030625926e-02,3.5984513134e-03,3.0808235391e-02,9.3152642105e-03,290,306
788,7.880000e-01,1.9198838311e-02,3.7666636988e-03,3.0976447776e-02,9.3152642105e-03,290,306
789,7.890000e-01,1.9370309183e-02,3.9381345705e-03,3.1147918648e-02,9.3152642106e-03,290,306
790,7.900000e-01,1.9544957947e-02,4.1127833349e-03,3.1322567412e-02,9.3152642106e-03,290,306
791,7.910000e-01,1.9722702743e-02,4.2905281303e-03,3.1500312208e-02,9.3152642106e-03,290,306
792,7.920000e-01,1.9903460477e-02,4.4712858646e-03,3.1681069942e-02,9.3152642106e-03,290,306
793,7.930000e-01,2.0087146867e-02,4.6549722542e-03,3.1864756332e-02,9.3152642106e-03,290,306
794,7.940000e-01,2.0273676475e-02,4.8415018625e-03,3.2051285940e-02,9.3152642106e-03,290,306
795,7.950000e-01,2.0462962752e-02,5.0307881395e-03,3.2240572217e-02,9.3152642107e-03,290,306
796,7.960000e-01,2.0654918075e-02,5.2227434619e-03,3.2432527539e-02,9.3152642107e-03,290,306
797,7.970000e-01,2.0849453786e-02,5.4172791728e-03,3.2627063250e-02,9.3152642107e-03,290,306
798,7.980000e-01,2.1046480236e-02,5.6143056229e-03,3.2824089700e-02,9.3152642107e-03,290,306
799,7.990000e-01,2.1245906824e-02,5.8137322108e-03,3.3023516288e-02,9.3152642107e-03,290,306
800,8.000000e-01,2.1447642038e-02,6.0154674253e-03,3.3225251503e-02,9.3152642107e-03,290,306
801,8.010000e-01,2.1651593499e-02,6.2194188861e-03,3.3429202964e-02,9.3152642108e-03,290,306
802,8.020000e-01,2.1857667999e-02,6.4254933865e-03,3.3635277464e-02,9.3152642108e-03,290,306
803,8.030000e-01,2.2065771548e-02,6.6335969354e-03,3.3843381013e-02,9.3152642108e-03,290,306
804,8.040000e-01,2.2275809413e-02,6.8436348000e-03,3.4053418877e-02,9.3152642108e-03,290,306
805,8.050000e-01,2.2487686161e-02,7.0555115483e-03,3.4265295626e-02,9.3152642108e-03,290,306
806,8.060000e-01,2.2701305706e-02,7.2691310928e-03,3.4478915170e-02,9.3152642109e-03,290,306
807,8.070000e-01,2.2916571346e-02,7.4843967331e-03,3.4694180811e-02,9.3152642109e-03,290,306
808,8.080000e-01,2.3133385813e-02,7.7012112001e-03,3.4910995278e-02,9.3152642109e-03,290,306
809,8.090000e-01,2.3351651312e-02,7.9194766988e-03,3.5129260776e-02,9.3152642109e-03,290,306
810,8.100000e-01,2.3571269567e-02,8.1390949531e-03,3.5348879031e-02,9.3152642109e-03,290,306
811,8.110000e-01,2.3792141862e-02,8.3599672490e-03,3.5569751326e-02,9.3152642110e-03,290,306
812,8.120000e-01,2.4014169093e-02,8.5819944790e-03,3.5791778556e-02,9.3152642110e-03,290,306
813,8.130000e-01,2.4237251800e-02,8.8050771866e-03,3.6014861264e-02,9.3152642110e-03,290,306
814,8.140000e-01,2.4461290224e-02,9.0291156100e-03,3.6238899687e-02,9.3152642110e-03,290,306
815,8.150000e-01,2.4686184341e-02,9.2540097268e-03,3.6463793804e-02,9.3152642110e-03,290,306
816,8.160000e-01,2.4911833912e-02,9.4796592982e-03,3.6689443376e-02,9.3152642111e-03,290,306
817,8.170000e-01,2.5138138528e-02,9.7059639138e-03,3.6915747991e-02,9.3152642111e-03,290,306
818,8.180000e-01,2.5364997649e-02,9.9328230355e-03,3.7142607113e-02,9.3152642111e-03,290,306
819,8.190000e-01,2.5592310656e-02,1.0160136042e-02,3.7369920120e-02,9.3152642111e-03,290,306
820,8.200000e-01,2.5819976889e-02,1.0387802275e-02,3.7597586352e-02,9.3152642111e-03,290,306
821,8.210000e-01,2.6047895692e-02,1.0615721078e-02,3.7825505156e-02,9.3152642112e-03,290,306
822,8.220000e-01,2.6275966463e-02,1.0843791849e-02,3.8053575926e-02,9.3152642112e-03,290,306
823,8.230000e-01,2.6504088690e-02,1.1071914076e-02,3.8281698154e-02,9.3152642112e-03,290,306
824,8.240000e-01,2.6732162003e-02,1.1299987389e-02,3.8509771466e-02,9.3152642112e-03,290,306
825,8.250000e-01,2.6960086210e-02,1.1527911596e-02,3.8737695673e-02,9.3152642112e-03,290,306
826,8.260000e-01,2.7187761347e-02,1.1755586733e-02,3.8965370810e-02,9.3152642113e-03,290,306
827,8.270000e-01,2.7415087720e-02,1.1982913105e-02,3.9192697183e-02,9.3152642113e-03,290,306
828,8.280000e-01,2.7641965945e-02,1.2209791330e-02,3.9419575408e-02,9.3152642113e-03,290,306
829,8.290000e-01,2.7868296996e-02,1.2436122382e-02,3.9645906459e-02,9.3152642113e-03,290,306
830,8.300000e-01,2.8093982247e-02,1.2661807632e-02,3.9871591709e-02,9.3152642114e-03,290,306
831,8.310000e-01,2.8318923509e-02,1.2886748895e-02,4.0096532972e-02,9.3152642114e-03,290,306
832,8.320000e-01,2.8543023083e-02,1.3110848468e-02,4.0320632546e-02,9.3152642114e-03,290,306
833,8.330000e-01,2.8766183791e-02,1.3334009177e-02,4.0543793254e-02,9.3152642114e-03,290,306
834,8.340000e-01,2.8988309027e-02,1.3556134413e-02,4.0765918490e-02,9.3152642114e-03,290,306
835,8.350000e-01,2.9209302793e-02,1.3777128178e-02,4.0986912255e-02,9.3152642115e-03,290,306
836,8.360000e-01,2.9429069740e-02,1.3996895125e-02,4.1206679203e-02,9.3152642115e-03,290,306
837,8.370000e-01,2.9647515215e-02,1.4215340600e-02,4.1425124677e-02,9.3152642115e-03,290,306
838,8.380000e-01,2.9864545294e-02,1.4432370679e-02,4.1642154756e-02,9.3152642115e-03,290,306
839,8.390000e-01,3.0080066826e-02,1.4647892211e-02,4.1857676288e-02,9.3152642115e-03,290,306
840,8.400000e-01,3.0293987473e-02,1.4861812858e-02,4.2071596936e-02,9.3152642116e-03,290,306
841,8.410000e-01,3.0506215749e-02,1.5074041134e-02,4.2283825211e-02,9.3152642116e-03,290,306
842,8.420000e-01,3.0716661056e-02,1.5284486441e-02,4.2494270518e-02,9.3152642116e-03,290,306
843,8.430000e-01,3.0925233727e-02,1.5493059111e-02,4.2702843189e-02,9.3152642116e-03,290,306
844,8.440000e-01,3.1131845059e-02,1.5699670444e-02,4.2909454521e-02,9.3152642116e-03,290,306
845,8.450000e-01,3.1336407356e-02,1.5904232740e-02,4.3114016818e-02,9.3152642116e-03,290,306
846,8.460000e-01,3.1538833961e-02,1.6106659346e-02,4.3316443423e-02,9.3152642117e-03,290,306
847,8.470000e-01,3.1739039296e-02,1.6306864680e-02,4.3516648758e-02,9.3152642117e-03,290,306
848,8.480000e-01,3.1936938895e-02,1.6504764279e-02,4.3714548356e-02,9.3152642117e-03,290,306
849,8.490000e-01,3.2132449440e-02,1.6700274825e-02,4.3910058902e-02,9.3152642117e-03,290,306
850,8.500000e-01,3.2325488800e-02,1.6893314184e-02,4.4103098262e-02,9.3152642117e-03,290,306
851,8.510000e-01,3.2515976058e-02,1.7083801442e-02,4.4293585520e-02,9.3152642118e-03,290,306
852,8.520000e-01,3.2703831550e-02,1.7271656935e-02,4.4481441012e-02,9.3152642118e-03,290,306
853,8.530000e-01,3.2888976897e-02,1.7456802281e-02,4.4666586359e-02,9.3152642118e-03,290,306
854,8.540000e-01,3.3071335035e-02,1.7639160419e-02,4.4848944496e-02,9.3152642118e-03,290,306
855,8.550000e-01,3.3250830249e-02,1.7818655633e-02,4.5028439711e-02,9.3152642118e-03,290,306
856,8.560000e-01,3.3427388206e-02,1.7995213590e-02,4.5204997667e-02,9.3152642118e-03,290,306
857,8.570000e-01,3.3600935979e-02,1.8168761363e-02,4.5378545440e-02,9.3152642119e-03,290,306
858,8.580000e-01,3.3771402085e-02,1.8339227469e-02,4.5549011546e-02,9.3152642119e-03,290,306
859,8.590000e-01,3.3938716508e-02,1.8506541892e-02,4.5716325969e-02,9.3152642119e-03,290,306
860,8.600000e-01,3.4102810729e-02,1.8670636113e-02,4.5880420191e-02,9.3152642119e-03,290,306
861,8.610000e-01,3.4263617757e-02,1.8831443140e-02,4.6041227218e-02,9.3152642119e-03,290,306
862,8.620000e-01,3.4421072149e-02,1.8988897533e-02,4.6198681610e-02,9.3152642119e-03,290,306
863,8.630000e-01,3.4575110045e-02,1.9142935429e-02,4.6352719506e-02,9.3152642119e-03,290,306
864,8.640000e-01,3.4725669186e-02,1.9293494569e-02,4.6503278647e-02,9.3152642120e-03,290,306
865,8.650000e-01,3.4872688943e-02,1.9440514326e-02,4.6650298404e-02,9.3152642120e-03,290,306
866,8.660000e-01,3.5016110339e-02,1.9583935723e-02,4.6793719800e-02,9.3152642120e-03,290,306
867,8.670000e-01,3.5155876076e-02,1.9723701460e-02,4.6933485537e-02,9.3152642120e-03,290,306
868,8.680000e-01,3.5291930552e-02,1.9859755936e-02,4.7069540013e-02,9.3152642120e-03,290,306
869,8.690000e-01,3.5424219887e-02,1.9992045270e-02,4.7201829348e-02,9.3152642120e-03,290,306
870,8.700000e-01,3.5552691940e-02,2.0120517323e-02,4.7330301401e-02,9.3152642120e-03,290,306
871,8.710000e-01,3.5677296335e-02,2.0245121718e-02,4.7454905796e-02,9.3152642120e-03,290,306
872,8.720000e-01,3.5797984474e-02,2.0365809858e-02,4.7575593935e-02,9.3152642121e-03,290,306
873,8.730000e-01,3.5914709561e-02,2.0482534944e-02,4.7692319022e-02,9.3152642121e-03,290,306
874,8.740000e-01,3.6027426615e-02,2.0595251998e-02,4.7805036076e-02,9.3152642121e-03,290,306
875,8.750000e-01,3.6136092489e-02,2.0703917873e-02,4.7913701950e-02,9.3152642121e-03,290,306
876,8.760000e-01,3.6240665888e-02,2.0808491272e-02,4.8018275349e-02,9.3152642121e-03,290,306
877,8.770000e-01,3.6341107380e-02,2.0908932764e-02,4.8118716841e-02,9.3152642121e-03,290,306
878,8.780000e-01,3.6437379414e-02,2.1005204798e-02,4.8214988875e-02,9.3152642121e-03,290,306
879,8.790000e-01,3.6529446332e-02,2.1097271715e-02,4.8307055792e-02,9.3152642121e-03,290,306
880,8.800000e-01,3.6617274379e-02,2.1185099763e-02,4.8394883840e-02,9.3152642121e-03,290,306
881,8.810000e-01,3.6700831722e-02,2.1268657106e-02,4.8478441183e-02,9.3152642121e-03,290,306
882,8.820000e-01,3.6780088454e-02,2.1347913837e-02,4.8557697915e-02,9.3152642121e-03,290,306
883,8.830000e-01,3.6855016606e-02,2.1422841989e-02,4.8632626066e-02,9.3152642121e-03,290,306
884,8.840000e-01,3.6925590157e-02,2.1493415540e-02,4.8703199617e-02,9.3152642122e-03,290,306
885,8.850000e-01,3.6991785043e-02,2.1559610426e-02,4.8769394503e-02,9.3152642122e-03,290,306
886,8.860000e-01,3.7053579163e-02,2.1621404546e-02,4.8831188623e-02,9.3152642122e-03,290,306
887,8.870000e-01,3.7110952385e-02,2.1678777768e-02,4.8888561846e-02,9.3152642122e-03,290,306
888,8.880000e-01,3.7163886555e-02,2.1731711938e-02,4.8941496015e-02,9.3152642122e-03,290,306
889,8.890000e-01,3.7212365497e-02,2.1780190880e-02,4.8989974958e-02,9.3152642122e-03,290,306
890,8.900000e-01,3.7256375022e-02,2.1824200405e-02,4.9033984483e-02,9.3152642122e-03,290,306
891,8.910000e-01,3.7295902927e-02,2.1863728310e-02,4.9073512387e-02,9.3152642122e-03,290,306
892,8.920000e-01,3.7330938998e-02,2.1898764381e-02,4.9108548459e-02,9.3152642122e-03,290,306
893,8.930000e-01,3.7361475015e-02,2.1929300398e-02,4.9139084475e-02,9.3152642122e-03,290,306
894,8.940000e-01,3.7387504746e-02,2.1955330129e-02,4.9165114206e-02,9.3152642122e-03,290,306
895,8.950000e-01,3.7409023952e-02,2.1976849335e-02,4.9186633413e-02,9.3152642122e-03,290,306
896,8.960000e-01,3.7426030385e-02,2.1993855768e-02,4.9203639846e-02,9.3152642122e-03,290,306
897,8.970000e-01,3.7438523782e-02,2.2006349165e-02,4.9216133243e-02,9.3152642122e-03,290,306
898,8.980000e-01,3.7446505866e-02,2.2014331249e-02,4.9224115326e-02,9.3152642122e-03,290,306
899,8.990000e-01,3.7449980340e-02,2.2017805723e-02,4.9227589800e-02,9.3152642122e-03,290,306
900,9.000000e-01,3.7448952882e-02,2.2016778265e-02,4.9226562343e-02,9.3152642122e-03,290,306
